Tempo_Amostrado(s);Analise_9_fil_3_amost_erro;Analise_9_fil_3_amost_valor;Analise_9_fil_4_amost_erro;Analise_9_fil_4_amost_valor
1368.7649;0.004582575694955742;1.7730000000000001;0.0034698703145794973;1.5714
1404.785;0.0046647615158763355;1.7868000000000006;0.003249615361854459;1.5812
1440.8051;0.006452906321960574;1.8006;0.004715930449020612;1.5976
1476.8252;0.006118823416311322;1.8183999999999998;0.004903060268852493;1.6014
1512.8453;0.006477653896280717;1.8297999999999999;0.0023748684174076384;1.6105999999999998
1548.8654;0.006029925372672604;1.8457999999999999;0.005946427498927342;1.6208
1584.8855;0.00490306026885247;1.8585999999999996;0.0023748684174075855;1.6306
1620.9056;0.005660388679233908;1.8714;0.0024413111231467617;1.6398000000000001
1656.9257;0.005688585061331184;1.8842;0.005656854249492291;1.6460000000000001
1692.9458;0.007432361670424887;1.8974000000000002;0.002800000000000004;1.6603999999999999
1728.9659;0.007549834435270772;1.913;0.00360555127546401;1.669
1764.986;0.0;1.9200000000000002;0.0;1.6800000000000002
1801.0061;0.0;1.9200000000000002;0.0;1.6800000000000002
1837.0262;0.0;1.9800000000000002;0.0;1.71
1873.0463;0.007696752561957558;1.9774;0.0014000000000000325;1.7198000000000002
1909.0664;0.006462197768561378;1.9932000000000003;0.005141984052873078;1.7334
1945.0865;0.0057131427428344685;2.0144;0.0048826222462934315;1.7496000000000003
1981.1066;0.006799999999999983;2.0276;0.004472135954999496;1.7619999999999998
2017.1267;0.006539113089708587;2.0482;0.004123105625617641;1.7790000000000001
2053.1468;0.00712460525222281;2.0618;0.0046647615158762375;1.7932000000000006
2089.1669;0.00761314652426971;2.0798;0.003469870314579531;1.8086000000000004
2125.187;0.006118823416311382;2.0984;0.004995998398718731;1.8248
2161.2071;0.008101851640211669;2.1094;0.0031559467676119442;1.8398
2197.2272;0.007110555533852441;2.1288;0.0028000000000000485;1.8596000000000001
2233.2473;0.006928203230275554;2.1500000000000004;0.00506359556046892;1.8694
2269.2674;0.00670820393249926;2.163;0.0059632206063503146;1.8862000000000003
2305.2875;0.0074833147735479015;2.18;0.0034698703145795745;1.9013999999999998
2341.3076;0.007386474125047728;2.1988;0.00391918358845315;1.9207999999999998
2377.3277;0.006931089380465414;2.2186;0.004995998398718764;1.9348
2413.3478;0.008494704232638182;2.2372;0.004999999999999893;1.9549999999999994
2449.3679;0.006539113089708769;2.2582;0.004983974317750742;1.9746000000000001
2485.388;0.008199999999999933;2.2773999999999996;0.006399999999999925;1.9951999999999999
2521.4081;0.008304215796810755;2.2947999999999995;0.0056603886792338425;2.0086
2557.4282;0.007280109889280424;2.3149999999999995;0.004833218389437843;2.0292
2593.4483;0.007972452571198014;2.3338;0.0044721359549994835;2.048
2629.4684;0.006374950980203615;2.3555999999999995;0.004898979485566252;2.066
2665.4885;0.009329523031752714;2.3735999999999997;0.005381449618829369;2.0848
2701.5086;0.007378346698278579;2.3934;0.005758472019555181;2.1022
2737.5287;0.008447484832777356;2.4092;0.004664761515876141;2.1232
2773.5488;0.006974238309665005;2.4355999999999995;0.004898979485566317;2.138
2809.5689;0.008399999999999824;2.6287999999999996;0.003104834939251969;2.1606
2845.589;0.006633249580710659;2.662;0.0046518813398451035;2.1794
2881.6091;0.008296987405076686;2.6854;0.0063118935352239535;2.2003999999999997
2917.6292;0.006118823416311211;2.7016000000000004;0.006053098380168493;2.2256
2953.6493;0.007323933369440066;2.7293999999999996;0.0044721359549994835;2.2479999999999993
2989.6694;0.0072773621594641015;2.7448;0.008440379138403498;2.2673999999999994
3025.6895;0.008411896337925173;2.7718000000000003;0.005713142742834158;2.2844000000000007
3061.7096;0.00722218803410696;2.7927999999999997;0.009167333309092513;2.3286000000000002
3097.7297;0.0056603886792340385;2.8185999999999996;0.008979977728257552;2.4143999999999997
3133.7498;0.007045565981523277;2.8405999999999993;0.004582575694955742;2.4709999999999996
3169.7699;0.0060695963621976955;2.8646000000000003;0.005963220606350102;2.4938
3205.79;0.0073647810558086875;2.8876;0.0064031242374329375;2.5189999999999997
3241.8101;0.010322790320451341;2.9088;0.007683749084919255;2.5435999999999996
3277.8302;0.008863407922464057;3.0388;0.006013318551349136;2.5728000000000004
3313.8503;0.009219544457293142;3.1129999999999995;0.006705221845695941;2.5947999999999998
3349.8704;0.006705221845696133;3.1348;0.00721387551874842;2.6186000000000003
3385.8905;0.007400000000000303;3.1581999999999995;0.007213875518748441;2.641399999999999
3421.9106;0.0073239333694401845;3.1906;0.009068627239003514;2.6675999999999997
3457.9307;0.007959899496853128;3.2092;0.005600000000000104;2.6991999999999994
3493.9508;0.0;3.2099999999999995;0.0;2.7
3529.9709;0.013058035324935737;3.2426530612244897;0.009889013420069762;2.7495918367346937
3565.991;0.007704544113703255;3.2808000000000006;0.005291502622129317;2.7780000000000005
3602.0111;0.007769169839822249;3.3058000000000005;0.007838367176906003;2.8083999999999993
3638.0312;0.006403124237432712;3.329;0.008246211251235145;2.8360000000000003
3674.0513;0.006997142273814348;3.354800000000001;0.006636264009214913;2.8586
3710.0714;0.007959899496852833;3.3807999999999994;0.0072111025509278255;2.918
3746.0915;0.007858753081755262;3.4032000000000004;0.007332121111929189;2.9468
3782.1116;0.006013318551349111;3.4272000000000005;0.009254188241007492;2.9805999999999995
3818.1317;0.008772684879784337;3.4548;0.006954135460285336;3.0041999999999995
3854.1518;0.0;3.4799999999999995;0.0;3.0199999999999996
3890.1719;0.0;3.4799999999999995;0.0;3.0199999999999996
3926.192;0.0;3.6100000000000003;0.0;3.13
3962.2121;0.0;3.6100000000000003;0.0;3.13
3998.2322;0.005306599664568612;3.637199999999999;0.009219544457293002;3.1489999999999996
4034.2523;0.0099919967974376;3.689599999999999;0.00966643677887545;3.181599999999999
4070.2724;0.008352245207128262;3.7432000000000003;0.006539113089708586;3.2081999999999997
4106.2925;0.02243568585980818;4.1308;0.008002499609497182;3.2414
4142.3126;0.02020297007867893;4.1628;0.008002499609496911;3.2714
4178.3327;0.018556939402821836;4.1857999999999995;0.005999999999999932;3.3
4214.3528;0.019948934808655797;4.2402;0.007493997598078258;3.3327999999999998
4250.3729;0.019888690253508326;4.2562;0.00824621125123521;3.45
4286.393;0.022758734586966922;4.280200000000001;0.007989993742175187;3.5196000000000005
4322.4131;0.020747047982785507;4.3034;0.008800000000000063;3.5515999999999996
4358.4332;0.019234344283078533;4.4198;0.010244998779892734;3.5848
4394.4533;0.017749366185867185;4.4536;0.010127191120937512;3.6212
4430.4734;0.018998947339260743;4.4752;0.010229369482035653;3.6444
4466.4935;0.019493588689617886;4.497999999999999;0.0066813172353959675;3.6743999999999994
4502.5136;0.018787229705307763;4.525200000000001;0.00656048778674255;3.7135999999999996
4538.5337;0.018439088914585858;4.5440000000000005;0.012014990636700555;3.7341999999999995
4574.5538;0.020664946164943188;4.5664;0.007549834435270592;3.767
4610.5739;0.018110770276274744;4.592;0.014444376068214203;3.9456
4646.594;0.019843386807700026;4.6132;0.0100498756211213;4.027
4682.6141;0.02006888138387399;4.638199999999999;0.008072174428244252;4.0722
4718.6342;0.018693314312876633;4.658399999999999;0.00854166260162509;4.1048
4754.6543;0.01914262259984232;4.686599999999999;0.009484724561103464;4.1398
4790.6744;0.044264658588991736;5.2008;0.006514598989961199;4.173399999999999
4826.6945;0.008674099376880523;5.392599999999999;0.018761663039293684;4.316
4862.7146;0.009167333309092718;5.408600000000002;0.010824047302187617;4.372199999999999
4898.7347;0.008248636250920661;5.4286;0.008944271909999135;4.411999999999999
4934.7548;0.00959166304662532;5.4479999999999995;0.012400000000000126;4.4432
4970.7749;0.007386474125047843;5.468800000000001;0.006740919818541188;4.6016
5006.795;0.008485281374238481;5.4879999999999995;0.008306623862918238;4.639
5042.8151;0.008207313811473101;5.509199999999998;0.008544003745317365;4.672999999999999
5078.8352;0.008345058418010112;5.530600000000001;0.012041594578792095;4.710999999999999
5114.8553;0.0071805292284066215;5.553800000000001;0.008720091742636505;4.7786
5150.8754;0.009297311439335447;5.5733999999999995;0.009797958971132632;4.85
5186.8955;0.008000000000000201;5.593999999999999;0.01892722906291364;4.9024
5222.9156;0.04148059787418708;5.9456;0.038021572823858825;5.1106
5258.9357;0.014422205101855651;6.3180000000000005;0.012529964086141737;5.270999999999999
5294.9558;0.010809255293497097;6.324599999999999;0.011391224692718364;5.306799999999999
5330.9759;0.0;6.33;0.0;5.33
5366.996;0.0;6.359999999999999;0.0;5.85
5403.0161;0.010438390680560145;6.3952;0.010239140588936445;5.875400000000001
5439.0362;0.01216552506059687;6.4079999999999995;0.015599999999999864;5.909199999999999
5475.0563;0.02262741699796972;6.62;0.016454786537661387;5.948199999999999
5511.0764;0.0291204395571221;6.79;0.013747727084867652;6.308999999999998
5547.0965;0.03046309242345577;6.809999999999999;0.009024411338142817;6.368399999999999
5583.1166;0.03162277660168378;6.826000000000001;0.009156418513808294;6.4204
5619.1367;0.027326909814320264;6.841800000000001;0.010547037498748135;6.4574
5655.1568;0.031012255641923038;6.8668;0.011490865937778335;6.4914
5691.1769;0.03255088324454497;6.8862;0.012529964086141867;6.539
5727.197;0.021174512981412055;7.2758;0.011357816691600306;6.5809999999999995
5763.2171;0.022382135733660224;7.2852;0.008946507698538128;6.628599999999999
5799.2372;0.03615743353724118;7.499200000000001;0.1341678053781904;6.776999999999999
5835.2573;0.014560219778560797;7.583999999999999;0.013564659966250307;7.238
5871.2774;0.014005713120009079;7.5972;0.007838367176906454;7.281600000000001
5907.2975;0.014317821063276604;7.643;0.008236504112789424;7.329599999999998
5943.3176;0.014143549766590111;7.6613999999999995;0.008459314393022459;7.376199999999999
5979.3377;0.014987995196156493;7.6744;0.007704544113703402;7.419200000000001
6015.3578;0.012726350615946605;7.690200000000001;0.011180339887498735;7.455000000000001
6051.3779;0.014627371602581382;7.710200000000002;0.008708616422831435;7.5004
6087.398;0.013181805642627005;7.7332;0.032863353450310044;7.708000000000001
6123.4181;0.014282856857085396;7.752000000000001;0.0309812846731697;8.010399999999999
6159.4382;0.0140356688476179;7.766999999999999;0.008720091742636712;8.101400000000002
6195.4583;0.011697863052711668;7.7846;0.00853463531734093;8.144599999999999
6231.4784;0.016406096427852873;7.807799999999999;0.024223129442745402;8.2818
6267.4985;0.01652271164185866;7.826999999999999;0.010999999999999989;8.473000000000003
6303.5186;0.01542595215861931;7.849800000000001;0.008964373932405853;8.515799999999999
6339.5387;0.01688194301613445;7.863;0.028822907556317303;8.861799999999999
6375.5588;0.014472042012100379;7.878400000000002;0.12356115894568162;9.3508
6411.5789;0.014806755215103362;7.8974;0.01216552506059618;9.92
6447.599;0.012427389106324523;7.913399999999999;0.014730919862655921;9.985
6483.6191;0.01697527613913806;7.932799999999999;0.012206555615733444;10.030999999999999
6519.6392;0.014643770006388218;7.953399999999999;0.03081622949031885;10.2906
6555.6593;0.012776541002947726;7.9726;0.02371160053644603;10.4424
6591.6794;0.012568213874692183;7.9798;0.02591061558512239;10.7892
6627.6995;0.015944905142396434;8.0024;0.02367192429862906;10.834200000000001
6663.7196;0.015099668870541504;8.026000000000002;0.023193964732231235;11.270199999999999
6699.7397;0.013770983988081313;8.0494;0.02529822128134742;11.338000000000001
6735.7598;0.018513778652668;8.0682;0.02651490147068291;11.363600000000002
6771.7799;0.016248076809271574;8.089999999999998;0.027939935576159924;11.4144
6807.8;0.01531143363633824;8.1066;0.024103941586387987;11.457000000000003
6843.8201;0.01672004784682138;8.123800000000001;0.022641554716936168;11.5044
6879.8402;0.014698299221338886;8.1414;0.022090722034374486;11.548000000000002
6915.8603;0.016031219541881997;8.157;0.026608269391300333;11.590000000000002
6951.8804;0.015850552040859982;8.1774;0.024758836806279712;11.640999999999998
6987.9005;0.0;8.18;0.0;11.69
7023.9206;0.015243359209832765;8.2142;0.0222036033111743;11.873
7059.9407;0.017349351572897104;8.235;0.03874841932259932;12.198400000000001
7095.9608;0.016758281534811018;8.2446;0.02988310559496786;12.375
7131.9809;0.013898201322473056;8.2622;0.019596938536414765;12.648599999999998
7168.001;nan;nan;0.018465544437166137;12.688846153846155
