Tempo(s);$\Delta P_{12}$_fil_1;$\Delta P_{12}$_amost_fil_1;$\Delta P_{12}$_amost_fil_2;$\Delta P_{12}$_fil_3
10.494885158222445;1.2000000000000002;1.1498;0.9757999999999999;1.49
10.694885158219535;1.2000000000000002;1.17;0.9753999999999999;1.4999999999999998
10.894885158216624;1.2000000000000002;1.1774;0.9705999999999999;1.49
11.09488515822099;1.2000000000000002;1.1851999999999998;0.9705999999999997;1.49
11.29488515821808;1.2000000000000002;1.1972000000000003;0.9725999999999998;1.49
11.494885158222445;1.2000000000000002;1.2133999999999998;0.9707999999999996;1.48
11.694885158219535;1.2000000000000002;1.2269999999999996;0.9791999999999998;1.4899999999999998
11.894885158216624;1.2000000000000002;1.2382;0.9795999999999999;1.4999999999999998
12.09488515822099;1.2000000000000002;1.2542;0.9788;1.5
12.29488515821808;1.2000000000000002;1.2696;0.9797999999999996;1.5
12.494885158222445;1.2000000000000002;1.2878;0.9799999999999995;1.51
12.694885158219535;1.2000000000000002;1.3032;0.9892000000000002;1.5
12.894885158216624;1.2000000000000002;1.315;0.9866000000000001;1.51
13.09488515822099;1.2000000000000002;1.33;0.9908;1.51
13.29488515821808;1.2000000000000002;1.3481999999999998;0.9945999999999998;1.51
13.494885158222445;1.2000000000000002;1.3662;0.9994;1.4999999999999998
13.694885158219535;1.2000000000000002;1.3837999999999997;1.003;1.4999999999999998
13.894885158216624;1.21;1.4014000000000002;1.0019999999999998;1.4999999999999998
14.09488515822099;1.2000000000000002;1.4209999999999996;1.0075999999999998;1.49
14.29488515821808;1.21;1.4416;1.0125999999999997;1.49
14.494885158222445;1.2000000000000002;1.4671999999999996;1.0135999999999996;1.49
14.694885158219535;1.2000000000000002;1.4899999999999998;1.02;1.48
14.894885158216624;1.2000000000000002;1.5199999999999998;1.0228;1.4899999999999998
15.09488515822099;1.2000000000000002;1.5266000000000002;1.0343999999999998;1.51
15.29488515821808;1.2000000000000002;1.5478;1.0356;1.5
15.494885158222445;1.2000000000000002;1.5693999999999997;1.0406;1.5
15.694885158219535;1.2000000000000002;1.5923999999999998;1.0412000000000001;1.5
15.894885158216624;1.2000000000000002;1.63;1.0500000000000003;1.51
16.09488515822099;1.2000000000000002;1.6549999999999994;1.0598;1.51
16.29488515821808;1.2000000000000002;1.6766000000000003;1.0660000000000003;1.51
16.494885158222445;1.2000000000000002;1.7043999999999995;1.0702;1.51
16.694885158219535;1.2000000000000002;1.7303999999999997;1.0772;1.4999999999999998
16.894885158216624;1.1900000000000002;1.7562;1.0858000000000003;1.4999999999999998
17.09488515822099;1.2000000000000002;1.7808;1.0962000000000003;1.49
17.29488515821808;1.2;1.8118;1.1070000000000002;1.49
17.494885158222445;1.21;1.8356000000000001;1.1071999999999997;1.49
17.694885158219535;1.2000000000000002;1.8638;1.1158;1.49
17.894885158216624;1.2000000000000002;1.8932;1.1264;1.4899999999999998
18.09488515822099;1.2000000000000002;1.9452;1.1360000000000001;1.4999999999999998
18.29488515821808;1.21;1.9822;1.1466;1.5
18.494885158222445;1.2000000000000002;2.0358;1.1500000000000001;1.5
18.694885158219535;1.2000000000000002;2.0900000000000003;1.16;1.5
18.894885158216624;1.2000000000000002;2.1254000000000004;1.1700000000000002;1.5
19.09488515822099;1.2000000000000002;2.1809999999999996;1.175;1.51
19.29488515821808;1.2000000000000002;2.211;1.1890000000000003;1.51
19.494885158222445;1.2000000000000002;2.247;1.1968;1.51
19.694885158219535;1.2000000000000002;2.2806;1.201;1.4999999999999998
19.894885158216624;1.2000000000000002;2.3200000000000003;1.2073076923076922;1.4999999999999998
20.09488515822099;1.2000000000000002;nan;nan;1.49
20.29488515821808;1.21;nan;nan;1.49
20.494885158222445;1.21;nan;nan;1.49
20.694885158219535;1.21;nan;nan;1.49
20.894885158216624;1.21;nan;nan;1.48
21.09488515822099;1.2000000000000002;nan;nan;1.48
21.29488515821808;1.2000000000000002;nan;nan;1.4899999999999998
21.494885158222445;1.2000000000000002;nan;nan;1.4899999999999998
21.694885158219535;1.2000000000000002;nan;nan;1.5
21.894885158216624;1.2000000000000002;nan;nan;1.51
22.09488515822099;1.2000000000000002;nan;nan;1.51
22.29488515821808;1.2000000000000002;nan;nan;1.51
22.494885158222445;1.2000000000000002;nan;nan;1.51
22.694885158219535;1.2000000000000002;nan;nan;1.51
22.894885158216624;1.2000000000000002;nan;nan;1.4999999999999998
23.09488515822099;1.2000000000000002;nan;nan;1.4999999999999998
23.29488515821808;1.21;nan;nan;1.48
23.494885158222445;1.21;nan;nan;1.49
23.694885158219535;1.2;nan;nan;1.49
23.894885158216624;1.21;nan;nan;1.48
24.09488515822099;1.2000000000000002;nan;nan;1.4899999999999998
24.29488515821808;1.21;nan;nan;1.4899999999999998
24.494885158222445;1.2000000000000002;nan;nan;1.4999999999999998
24.694885158219535;1.2000000000000002;nan;nan;1.5
24.894885158216624;1.2000000000000002;nan;nan;1.51
25.09488515822099;1.2000000000000002;nan;nan;1.51
25.29488515821808;1.2000000000000002;nan;nan;1.51
25.494885158222445;1.2000000000000002;nan;nan;1.51
25.694885158219535;1.2000000000000002;nan;nan;1.51
25.894885158216624;1.2000000000000002;nan;nan;1.4999999999999998
26.09488515822099;1.2000000000000002;nan;nan;1.4999999999999998
26.29488515821808;1.21;nan;nan;1.4999999999999998
26.494885158222445;1.21;nan;nan;1.49
26.694885158219535;1.21;nan;nan;1.49
26.894885158216624;1.21;nan;nan;1.49
27.09488515822099;1.21;nan;nan;1.49
27.29488515821808;1.21;nan;nan;1.4999999999999998
27.494885158222445;1.21;nan;nan;1.4999999999999998
27.694885158219535;1.21;nan;nan;1.4899999999999998
27.894885158216624;1.2000000000000002;nan;nan;1.4899999999999998
28.09488515822099;1.2000000000000002;nan;nan;1.4899999999999998
28.29488515821808;1.2000000000000002;nan;nan;1.5
28.494885158222445;1.2000000000000002;nan;nan;1.51
28.694885158219535;1.2000000000000002;nan;nan;1.51
28.894885158216624;1.2000000000000002;nan;nan;1.4999999999999998
29.09488515822099;1.2000000000000002;nan;nan;1.4999999999999998
29.29488515821808;1.21;nan;nan;1.4999999999999998
29.494885158222445;1.21;nan;nan;1.4999999999999998
29.694885158219535;1.2000000000000002;nan;nan;1.49
29.894885158216624;1.21;nan;nan;1.49
30.09488515822099;1.2000000000000002;nan;nan;1.49
30.29488515821808;1.21;nan;nan;1.4999999999999998
30.494885158222445;1.21;nan;nan;1.4999999999999998
30.694885158219535;1.2000000000000002;nan;nan;1.4899999999999998
30.894885158216624;1.2000000000000002;nan;nan;1.5
31.09488515822099;1.2000000000000002;nan;nan;1.4899999999999998
31.29488515821808;1.2000000000000002;nan;nan;1.5
31.494885158222445;1.2000000000000002;nan;nan;1.5
31.694885158219535;1.2000000000000002;nan;nan;1.5
31.894885158216624;1.2000000000000002;nan;nan;1.51
32.09488515822099;1.2000000000000002;nan;nan;1.51
32.29488515821808;1.2000000000000002;nan;nan;1.4999999999999998
32.494885158222445;1.2000000000000002;nan;nan;1.4999999999999998
32.694885158219535;1.2000000000000002;nan;nan;1.4999999999999998
32.894885158216624;1.2000000000000002;nan;nan;1.4999999999999998
33.09488515822099;1.2000000000000002;nan;nan;1.49
33.29488515821808;1.2000000000000002;nan;nan;1.49
33.494885158222445;1.2000000000000002;nan;nan;1.49
33.694885158219535;1.2000000000000002;nan;nan;1.4899999999999998
33.894885158216624;1.2000000000000002;nan;nan;1.4899999999999998
34.09488515822099;1.2000000000000002;nan;nan;1.4899999999999998
34.29488515821808;1.2000000000000002;nan;nan;1.5
34.494885158222445;1.2000000000000002;nan;nan;1.5
34.694885158219535;1.2000000000000002;nan;nan;1.51
34.894885158216624;1.2000000000000002;nan;nan;1.5
35.09488515822099;1.2000000000000002;nan;nan;1.51
35.29488515821808;1.2000000000000002;nan;nan;1.5
35.494885158222445;1.21;nan;nan;1.51
35.694885158219535;1.2000000000000002;nan;nan;1.4999999999999998
35.894885158216624;1.21;nan;nan;1.4999999999999998
36.09488515822099;1.21;nan;nan;1.4999999999999998
36.29488515821808;1.21;nan;nan;1.4999999999999998
36.494885158222445;1.21;nan;nan;1.4999999999999998
36.694885158219535;1.21;nan;nan;1.4999999999999998
36.894885158216624;1.2000000000000002;nan;nan;1.4999999999999998
37.09488515822099;1.2000000000000002;nan;nan;1.4999999999999998
37.29488515821808;1.2000000000000002;nan;nan;1.5
37.494885158222445;1.2000000000000002;nan;nan;1.5
37.694885158219535;1.2000000000000002;nan;nan;1.51
37.894885158216624;1.2000000000000002;nan;nan;1.51
38.09488515822099;1.2000000000000002;nan;nan;1.51
38.29488515821808;1.2000000000000002;nan;nan;1.51
38.494885158222445;1.2000000000000002;nan;nan;1.51
38.694885158219535;1.2000000000000002;nan;nan;1.4999999999999998
38.894885158216624;1.21;nan;nan;1.4999999999999998
39.09488515822099;1.21;nan;nan;1.4999999999999998
39.29488515821808;1.21;nan;nan;1.49
39.494885158222445;1.21;nan;nan;1.49
39.694885158219535;1.21;nan;nan;1.49
39.894885158216624;1.21;nan;nan;1.4999999999999998
40.09488515822099;1.2000000000000002;nan;nan;1.4999999999999998
40.29488515821808;1.21;nan;nan;1.4999999999999998
40.494885158222445;1.2000000000000002;nan;nan;1.5
40.694885158219535;1.2000000000000002;nan;nan;1.5
40.894885158216624;1.2000000000000002;nan;nan;1.5
41.09488515822099;1.2000000000000002;nan;nan;1.51
41.29488515821808;1.2000000000000002;nan;nan;1.51
41.494885158222445;1.2000000000000002;nan;nan;1.51
41.694885158219535;1.2000000000000002;nan;nan;1.51
41.894885158216624;1.2000000000000002;nan;nan;1.4999999999999998
42.09488515822099;1.21;nan;nan;1.4999999999999998
42.29488515821808;1.21;nan;nan;1.4999999999999998
42.494885158222445;1.21;nan;nan;1.49
42.694885158219535;1.21;nan;nan;1.49
42.894885158216624;1.21;nan;nan;1.4999999999999998
43.09488515822099;1.21;nan;nan;1.4999999999999998
43.29488515821808;1.21;nan;nan;1.4899999999999998
43.494885158222445;1.2000000000000002;nan;nan;1.4899999999999998
43.694885158219535;1.2000000000000002;nan;nan;1.4899999999999998
43.894885158216624;1.21;nan;nan;1.5
44.09488515822099;1.21;nan;nan;1.51
44.29488515821808;1.21;nan;nan;1.51
44.494885158222445;1.2000000000000002;nan;nan;1.51
44.694885158219535;1.2000000000000002;nan;nan;1.51
44.894885158216624;1.21;nan;nan;1.51
45.09488515822099;1.21;nan;nan;1.4999999999999998
45.29488515821808;1.21;nan;nan;1.4999999999999998
45.494885158222445;1.21;nan;nan;1.4999999999999998
45.694885158219535;1.21;nan;nan;1.49
45.894885158216624;1.21;nan;nan;1.49
46.09488515822099;1.21;nan;nan;1.49
46.29488515821808;1.21;nan;nan;1.49
46.494885158222445;1.21;nan;nan;1.4999999999999998
46.694885158219535;1.21;nan;nan;1.4999999999999998
46.894885158216624;1.21;nan;nan;1.51
47.09488515822099;1.2000000000000002;nan;nan;1.51
47.29488515821808;1.2000000000000002;nan;nan;1.51
47.494885158222445;1.2000000000000002;nan;nan;1.51
47.694885158219535;1.2000000000000002;nan;nan;1.51
47.894885158216624;1.21;nan;nan;1.51
48.09488515822099;1.21;nan;nan;1.51
48.29488515821808;1.21;nan;nan;1.4999999999999998
48.494885158222445;1.21;nan;nan;1.4999999999999998
48.694885158219535;1.21;nan;nan;1.49
48.894885158216624;1.21;nan;nan;1.49
49.09488515822099;1.21;nan;nan;1.49
49.29488515821808;1.21;nan;nan;1.49
49.494885158222445;1.21;nan;nan;1.4999999999999998
49.694885158219535;1.21;nan;nan;1.4999999999999998
49.894885158216624;1.21;nan;nan;1.51
50.09488515822099;1.2000000000000002;nan;nan;1.51
50.29488515821808;1.21;nan;nan;1.51
50.494885158222445;1.2000000000000002;nan;nan;1.51
50.694885158219535;1.2000000000000002;nan;nan;1.51
50.894885158216624;1.21;nan;nan;1.51
51.09488515822099;1.21;nan;nan;1.51
51.29488515821808;1.21;nan;nan;1.51
51.494885158222445;1.21;nan;nan;1.4999999999999998
51.694885158219535;1.21;nan;nan;1.4999999999999998
51.894885158216624;1.21;nan;nan;1.4999999999999998
52.09488515822099;1.21;nan;nan;1.4999999999999998
52.29488515821808;1.21;nan;nan;1.49
52.494885158222445;1.21;nan;nan;1.4999999999999998
52.694885158219535;1.21;nan;nan;1.4999999999999998
52.894885158216624;1.21;nan;nan;1.4999999999999998
53.09488515822099;1.21;nan;nan;1.5
53.29488515821808;1.2000000000000002;nan;nan;1.5
53.494885158222445;1.2;nan;nan;1.5
53.694885158219535;1.21;nan;nan;1.5
53.894885158216624;1.21;nan;nan;1.5
54.09488515822099;1.21;nan;nan;1.51
54.29488515821808;1.21;nan;nan;1.51
54.494885158222445;1.21;nan;nan;1.51
54.694885158219535;1.21;nan;nan;1.4999999999999998
54.894885158216624;1.21;nan;nan;1.4999999999999998
55.09488515822099;1.21;nan;nan;1.4999999999999998
55.29488515821808;1.21;nan;nan;1.49
55.494885158222445;1.21;nan;nan;1.4999999999999998
55.694885158219535;1.21;nan;nan;1.4999999999999998
55.894885158216624;1.21;nan;nan;1.4899999999999998
56.09488515822099;1.21;nan;nan;1.4899999999999998
56.29488515821808;1.21;nan;nan;1.5
56.494885158222445;1.21;nan;nan;1.5
56.694885158219535;1.21;nan;nan;1.5
56.894885158216624;1.21;nan;nan;1.5
57.09488515822099;1.21;nan;nan;1.51
57.29488515821808;1.21;nan;nan;1.51
57.494885158222445;1.21;nan;nan;1.51
57.694885158219535;1.21;nan;nan;1.4999999999999998
57.894885158216624;1.21;nan;nan;1.4999999999999998
58.09488515822099;1.2199999999999998;nan;nan;1.4999999999999998
58.29488515821808;1.2199999999999998;nan;nan;1.49
58.494885158222445;1.2199999999999998;nan;nan;1.4999999999999998
58.694885158219535;1.2199999999999998;nan;nan;1.49
58.894885158216624;1.2199999999999998;nan;nan;1.49
59.09488515822099;1.21;nan;nan;1.4999999999999998
59.29488515821808;1.21;nan;nan;1.4999999999999998
59.494885158222445;1.21;nan;nan;1.51
59.694885158219535;1.21;nan;nan;1.51
59.894885158216624;1.21;nan;nan;1.51
60.09488515822099;1.21;nan;nan;1.51
60.29488515821808;1.21;nan;nan;1.51
60.494885158222445;1.2199999999999998;nan;nan;1.51
60.694885158219535;1.2199999999999998;nan;nan;1.51
60.894885158216624;1.2199999999999998;nan;nan;1.51
61.09488515822099;1.2199999999999998;nan;nan;1.4999999999999998
61.29488515821808;1.2199999999999998;nan;nan;1.49
61.494885158222445;1.2199999999999998;nan;nan;1.49
61.694885158219535;1.2199999999999998;nan;nan;1.49
61.894885158216624;1.2199999999999998;nan;nan;1.49
62.09488515822099;1.2199999999999998;nan;nan;1.4999999999999998
62.29488515821808;1.2199999999999998;nan;nan;1.4899999999999998
62.494885158222445;1.2199999999999998;nan;nan;1.5
62.694885158219535;1.2199999999999998;nan;nan;1.5
62.894885158216624;1.2199999999999998;nan;nan;1.5
63.09488515822099;1.2199999999999998;nan;nan;1.5
63.29488515821808;1.2199999999999998;nan;nan;1.5
63.494885158222445;1.2199999999999998;nan;nan;1.5
63.694885158219535;1.2199999999999998;nan;nan;1.51
63.894885158216624;1.2199999999999998;nan;nan;1.51
64.09488515822099;1.2199999999999998;nan;nan;1.4999999999999998
64.29488515821808;1.2199999999999998;nan;nan;1.4999999999999998
64.49488515822244;1.2199999999999998;nan;nan;1.4999999999999998
64.69488515821953;1.2199999999999998;nan;nan;1.4999999999999998
64.89488515821662;1.2199999999999998;nan;nan;1.49
65.09488515822099;1.2199999999999998;nan;nan;1.48
65.29488515821808;1.2199999999999998;nan;nan;1.4999999999999998
65.49488515822244;1.2199999999999998;nan;nan;1.4999999999999998
65.69488515821953;1.2199999999999998;nan;nan;1.4999999999999998
65.89488515821662;1.2199999999999998;nan;nan;1.51
66.09488515822099;1.2199999999999998;nan;nan;1.51
66.29488515821808;1.2199999999999998;nan;nan;1.51
66.49488515822244;1.2199999999999998;nan;nan;1.51
66.69488515821953;1.2199999999999998;nan;nan;1.51
66.89488515821662;1.2199999999999998;nan;nan;1.51
67.09488515822099;1.2199999999999998;nan;nan;1.51
67.29488515821808;1.2199999999999998;nan;nan;1.4999999999999998
67.49488515822244;1.2199999999999998;nan;nan;1.4999999999999998
67.69488515821953;1.2199999999999998;nan;nan;1.4999999999999998
67.89488515821662;1.2199999999999998;nan;nan;1.49
68.09488515822099;1.2199999999999998;nan;nan;1.4999999999999998
68.29488515821808;1.2199999999999998;nan;nan;1.4999999999999998
68.49488515822244;1.2199999999999998;nan;nan;1.4999999999999998
68.69488515821953;1.2199999999999998;nan;nan;1.4999999999999998
68.89488515821662;1.2199999999999998;nan;nan;1.5
69.09488515822099;1.2199999999999998;nan;nan;1.5
69.29488515821808;1.2199999999999998;nan;nan;1.5
69.49488515822244;1.2199999999999998;nan;nan;1.5099999999999998
69.69488515821953;1.2199999999999998;nan;nan;1.5
69.89488515821662;1.2199999999999998;nan;nan;1.51
70.09488515822099;1.2099999999999997;nan;nan;1.51
70.29488515821808;1.2099999999999997;nan;nan;1.51
70.49488515822244;1.22;nan;nan;1.4999999999999998
70.69488515821953;1.22;nan;nan;1.4999999999999998
70.89488515821662;1.22;nan;nan;1.4999999999999998
71.09488515822099;1.22;nan;nan;1.4999999999999998
71.29488515821808;1.2099999999999997;nan;nan;1.49
71.49488515822244;1.2099999999999997;nan;nan;1.4899999999999998
71.69488515821953;1.2099999999999997;nan;nan;1.4899999999999998
71.89488515821662;1.2099999999999997;nan;nan;1.4899999999999998
72.09488515822099;1.2099999999999997;nan;nan;1.5
72.29488515821808;1.2099999999999997;nan;nan;1.5
72.49488515822244;1.2099999999999997;nan;nan;1.5099999999999998
72.69488515821953;1.2099999999999997;nan;nan;1.5
72.89488515821662;1.2099999999999997;nan;nan;1.5199999999999998
73.09488515822099;1.2099999999999997;nan;nan;1.51
73.29488515821808;1.2099999999999997;nan;nan;1.51
73.49488515822244;1.22;nan;nan;1.51
73.69488515821953;1.2099999999999997;nan;nan;1.51
73.89488515821662;1.2099999999999997;nan;nan;1.4999999999999998
74.09488515822099;1.23;nan;nan;1.4999999999999998
74.29488515821808;1.2099999999999997;nan;nan;1.49
74.49488515822244;1.2099999999999997;nan;nan;1.4999999999999998
74.69488515821953;1.22;nan;nan;1.4999999999999998
74.89488515821662;1.22;nan;nan;1.4999999999999998
75.09488515822099;1.2099999999999997;nan;nan;1.51
75.29488515821808;1.2099999999999997;nan;nan;1.51
75.49488515822244;1.2199999999999998;nan;nan;1.5
75.69488515821953;1.2199999999999998;nan;nan;1.5099999999999998
75.89488515821662;1.2199999999999998;nan;nan;1.5099999999999998
76.09488515822099;1.2099999999999997;nan;nan;1.5199999999999998
76.29488515821808;1.2099999999999997;nan;nan;1.5199999999999998
76.49488515822244;1.2099999999999997;nan;nan;1.51
76.69488515821953;1.2099999999999997;nan;nan;1.51
76.89488515821662;1.2099999999999997;nan;nan;1.4999999999999998
77.09488515822099;1.22;nan;nan;1.4999999999999998
77.29488515821808;1.22;nan;nan;1.49
77.49488515822244;1.22;nan;nan;1.4999999999999998
77.69488515821953;1.2099999999999997;nan;nan;1.4999999999999998
77.89488515821662;1.2099999999999997;nan;nan;1.4999999999999998
78.09488515822099;1.2099999999999997;nan;nan;1.4999999999999998
78.29488515821808;1.2099999999999997;nan;nan;1.4999999999999998
78.49488515822244;1.2099999999999997;nan;nan;1.51
78.69488515821953;1.2099999999999997;nan;nan;1.51
78.89488515821662;1.2099999999999997;nan;nan;1.51
79.09488515822099;1.2099999999999997;nan;nan;1.51
79.29488515821808;1.22;nan;nan;1.51
79.49488515822244;1.22;nan;nan;1.51
79.69488515821953;1.22;nan;nan;1.51
79.89488515821662;1.2099999999999997;nan;nan;1.51
80.09488515822099;1.22;nan;nan;1.4999999999999998
80.29488515821808;1.22;nan;nan;1.49
80.49488515822244;1.22;nan;nan;1.4999999999999998
80.69488515821953;1.22;nan;nan;1.4999999999999998
80.89488515821662;1.22;nan;nan;1.49
81.09488515822099;1.2099999999999997;nan;nan;1.4999999999999998
81.29488515821808;1.2099999999999997;nan;nan;1.4999999999999998
81.49488515822244;1.2099999999999997;nan;nan;1.51
81.69488515821953;1.2099999999999997;nan;nan;1.51
81.89488515821662;1.2099999999999997;nan;nan;1.5199999999999998
82.09488515822099;1.22;nan;nan;1.51
82.29488515821808;1.22;nan;nan;1.51
82.49488515822244;1.22;nan;nan;1.5199999999999998
82.69488515821953;1.22;nan;nan;1.51
82.89488515821662;1.22;nan;nan;1.51
83.09488515822099;1.22;nan;nan;1.51
83.29488515821808;1.22;nan;nan;1.4999999999999998
83.49488515822244;1.22;nan;nan;1.4999999999999998
83.69488515821953;1.22;nan;nan;1.4999999999999998
83.89488515821662;1.22;nan;nan;1.49
84.09488515822099;1.22;nan;nan;1.4999999999999998
84.29488515821808;1.22;nan;nan;1.4999999999999998
84.49488515822244;1.22;nan;nan;1.4999999999999998
84.69488515821953;1.2099999999999997;nan;nan;1.4999999999999998
84.89488515821662;1.22;nan;nan;1.51
85.09488515822099;1.22;nan;nan;1.51
85.29488515821808;1.22;nan;nan;1.51
85.49488515822244;1.22;nan;nan;1.5199999999999998
85.69488515821953;1.22;nan;nan;1.51
85.89488515821662;1.22;nan;nan;1.51
86.09488515822099;1.22;nan;nan;1.51
86.29488515821808;1.22;nan;nan;1.4999999999999998
86.49488515822244;1.22;nan;nan;1.4999999999999998
86.69488515821953;1.22;nan;nan;1.4999999999999998
86.89488515821662;1.22;nan;nan;1.49
87.09488515822099;1.22;nan;nan;1.4999999999999998
87.29488515821808;1.22;nan;nan;1.4999999999999998
87.49488515822244;1.22;nan;nan;1.4999999999999998
87.69488515821953;1.22;nan;nan;1.4999999999999998
87.89488515821662;1.22;nan;nan;1.51
88.09488515822099;1.22;nan;nan;1.5
88.29488515821808;1.2099999999999997;nan;nan;1.51
88.49488515822244;1.22;nan;nan;1.5199999999999998
88.69488515821953;1.22;nan;nan;1.51
88.89488515821662;1.22;nan;nan;1.51
89.09488515822099;1.22;nan;nan;1.51
89.29488515821808;1.22;nan;nan;1.51
89.49488515822244;1.22;nan;nan;1.4999999999999998
89.69488515821953;1.22;nan;nan;1.4999999999999998
89.89488515821662;1.22;nan;nan;1.49
90.09488515822099;1.22;nan;nan;1.4999999999999998
90.29488515821808;1.22;nan;nan;1.49
90.49488515822244;1.22;nan;nan;1.49
90.69488515821953;1.22;nan;nan;1.4999999999999998
90.89488515821662;1.22;nan;nan;1.4999999999999998
91.09488515822099;1.22;nan;nan;1.5
91.29488515821808;1.2099999999999997;nan;nan;1.5
91.49488515822244;1.22;nan;nan;1.5
91.69488515821953;1.22;nan;nan;1.51
91.89488515821662;1.22;nan;nan;1.51
92.09488515822099;1.22;nan;nan;1.51
92.29488515821808;1.22;nan;nan;1.51
92.49488515822244;1.22;nan;nan;1.4999999999999998
92.69488515821953;1.2299999999999998;nan;nan;1.4999999999999998
92.89488515821662;1.22;nan;nan;1.49
93.09488515822099;1.2299999999999998;nan;nan;1.49
93.29488515821808;1.2299999999999998;nan;nan;1.49
93.49488515822244;1.2299999999999998;nan;nan;1.49
93.69488515821953;1.2299999999999998;nan;nan;1.4999999999999998
93.89488515821662;1.2299999999999998;nan;nan;1.4999999999999998
94.09488515822099;1.2299999999999998;nan;nan;1.4999999999999998
94.29488515821808;1.22;nan;nan;1.51
94.49488515822244;1.2299999999999998;nan;nan;1.51
94.69488515821953;1.22;nan;nan;1.51
94.89488515821662;1.22;nan;nan;1.51
95.09488515822099;1.2299999999999998;nan;nan;1.51
95.29488515821808;1.2299999999999998;nan;nan;1.51
95.49488515822244;1.2299999999999998;nan;nan;1.51
95.69488515821953;1.2299999999999998;nan;nan;1.51
95.89488515821662;1.2299999999999998;nan;nan;1.4999999999999998
